feature,hr,ci_lower,ci_upper,z,p,n,events,q
disp_H10_quadrat_dispersion,0.9264686733582699,0.7639193640178434,1.1236057667130737,-0.7759376691017866,0.43778578970267,200,112,0.9973126457678482
inter_H06_H04,0.9279558415112379,0.7668077724224031,1.1229698951466596,-0.7682844684722695,0.44231819991539667,200,112,0.9973126457678482
inter_H04_H06,0.9279558415112379,0.7668077724224031,1.1229698951466596,-0.7682844684722695,0.44231819991539667,200,112,0.9973126457678482
disp_H02_quadrat_dispersion,0.9284922777716744,0.7665821390404705,1.1245995255781966,-0.7588762657943282,0.44792657793776247,200,112,0.9973126457678482
inter_H10_H09,0.9244450058692716,0.7532333030674129,1.134573531728393,-0.7517782467805894,0.45218442584565366,200,112,0.9973126457678482
inter_H09_H10,0.9244450058692716,0.7532333030674129,1.134573531728393,-0.7517782467805894,0.45218442584565366,200,112,0.9973126457678482
dist_H09_H10,1.0748063511989716,0.8877993302884294,1.3012047353114597,0.739695317864494,0.4594848897593702,200,112,0.9973126457678482
inter_H08_H02,1.0732327528719898,0.8883298056714016,1.2966226445218,0.7325767816176654,0.46381659662324126,200,112,0.9973126457678482
inter_H02_H08,1.0732327528719898,0.8883298056714016,1.2966226445218,0.7325767816176654,0.46381659662324126,200,112,0.9973126457678482
disp_H04_f_function,1.0646485963365686,0.8986329159615083,1.261334426492315,0.7242660926498455,0.46890238936368933,200,112,0.9973126457678482
disp_H10_ripley_k,0.9330589635046409,0.7707568005038911,1.1295379149521494,-0.7106383422770193,0.47730837672080884,200,112,0.9973126457678482
comp_H05,0.9347181764482151,0.7742264097282474,1.128478773656589,-0.7023945053131015,0.48243317101804883,200,112,0.9973126457678482
inter_H01_H01,1.068111739993607,0.8886445938797571,1.2838233608458114,0.702073752916872,0.4826331698914047,200,112,0.9973126457678482
disp_H05_quadrat_dispersion,0.9340546250306156,0.770857617505726,1.1318018045460947,-0.6962900685453738,0.4862471915202967,200,112,0.9973126457678482
dist_H01_H10,1.065417318965317,0.8900415063969671,1.2753495824552843,0.6905399298014164,0.489854708561442,200,112,0.9973126457678482
disp_H09_kde_summary,0.9354693257365116,0.7736111166772744,1.1311921978998505,-0.6881978413057582,0.4913282031461297,200,112,0.9973126457678482
disp_H04_j_function,0.9363490713994027,0.7759675466461408,1.129879190566641,-0.6860891654684916,0.49265688270693997,200,112,0.9973126457678482
dist_H03_H10,0.9333916760125974,0.7658869163656453,1.1375308837808542,-0.6830515519339048,0.4945742678260736,200,112,0.9973126457678482
